2021-06-30 19:22:30	2021-06-30 23:18:56	10.23.137.22	236.43	640.46	Lost Service
2021-06-30 19:20:45	2021-06-30 19:22:32	10.22.73.140	1.78	1.29	Admin Reset
2021-06-30 18:59:26	2021-06-30 19:20:51	10.23.68.239	21.42	0.00	Admin Reset
2021-06-30 15:03:21	2021-06-30 18:59:31	10.23.130.163	236.17	964.39	Admin Reset
2021-06-30 09:00:42	2021-06-30 14:59:04	10.23.138.127	358.37	1210.12	Lost Carrier
2021-06-29 23:20:53	2021-06-30 08:45:44	10.22.70.54	564.85	205.54	Lost Service
2021-06-29 09:11:54	2021-06-29 23:00:47	10.23.138.16	828.88	1836.12	Lost Service
2021-06-28 09:33:32	2021-06-28 23:40:33	10.23.138.77	847.02	2440.10	Lost Service
2021-06-27 20:30:14	2021-06-27 23:58:10	10.23.137.254	207.93	279.03	Lost Service
2021-06-27 20:03:58	2021-06-27 20:30:13	10.23.142.155	26.25	110.89	User Request
2021-06-27 17:33:09	2021-06-27 20:03:58	10.23.131.106	150.82	528.04	User Request
2021-06-27 14:26:10	2021-06-27 17:33:12	10.23.132.97	187.03	811.02	Admin Reset
2021-06-25 07:28:40	2021-06-25 23:07:20	10.22.71.20	938.67	4105.43	Lost Service
2021-06-24 16:29:00	2021-06-25 00:39:24	10.22.68.80	490.40	3205.44	Lost Service
2021-06-24 10:04:34	2021-06-24 16:29:03	10.23.139.119	384.48	3201.58	Admin Reset
2021-06-23 18:42:44	2021-06-23 23:44:45	10.23.72.189	302.02	7619.99	Lost Service
2021-06-23 18:42:03	2021-06-23 18:42:39	10.23.133.202	0.60	0.39	User Request
2021-06-23 15:24:18	2021-06-23 18:42:03	10.23.133.202	197.75	10978.41	User Request
2021-06-23 10:12:59	2021-06-23 15:24:17	10.23.143.42	311.30	1595.85	User Request
2021-06-22 22:09:22	2021-06-22 23:42:23	10.23.68.7	93.02	313.37	Lost Service
2021-06-22 10:22:09	2021-06-22 22:05:52	10.23.130.133	703.72	2159.32	Lost Service
2021-06-21 20:50:34	2021-06-21 22:26:38	10.22.68.170	96.07	275.82	Lost Service
2021-06-21 14:04:36	2021-06-21 20:42:32	10.23.140.21	397.93	1765.03	Lost Service
2021-06-19 19:11:35	2021-06-19 19:23:11	10.23.135.226	11.60	0.39	Lost Service
2021-06-19 16:22:22	2021-06-19 19:11:38	10.23.137.2	169.27	144.65	Admin Reset
2021-06-19 15:01:10	2021-06-19 16:17:36	10.23.69.152	76.43	815.11	Lost Service
2021-06-18 13:54:30	2021-06-19 07:32:05	10.23.67.66	1057.58	4929.42	Lost Service
2021-06-18 08:12:18	2021-06-18 13:00:31	10.23.135.129	288.22	1225.84	Lost Service
2021-06-17 21:04:44	2021-06-17 23:50:54	10.23.129.133	166.17	343.08	Lost Service
2021-06-17 09:49:06	2021-06-17 18:26:49	10.22.66.212	517.72	4330.94	Lost Service
2021-06-17 08:23:24	2021-06-17 08:42:23	10.23.134.55	18.98	27.03	Lost Service
2021-06-16 23:42:55	2021-06-17 00:15:39	10.23.130.176	32.73	1852.96	Lost Service
2021-06-16 22:05:51	2021-06-16 23:42:54	10.23.138.130	97.05	6223.08	User Request
2021-06-16 09:07:43	2021-06-16 21:30:45	10.23.145.48	743.03	2478.71	Lost Service
2021-06-15 14:03:18	2021-06-15 23:59:26	10.23.142.16	596.13	1930.13	Lost Service
2021-06-15 10:14:21	2021-06-15 13:41:15	10.23.146.22	206.90	1728.56	Lost Service
2021-06-14 09:58:09	2021-06-15 01:04:10	10.22.70.106	906.02	4545.39	Lost Service
2021-06-13 21:16:16	2021-06-13 23:45:46	10.23.132.186	149.50	570.35	Lost Service
2021-06-13 09:40:01	2021-06-13 14:57:26	10.23.139.73	317.42	2247.90	Lost Service
2021-06-12 17:07:31	2021-06-13 00:06:04	10.23.138.237	418.55	599.00	Lost Service
2021-06-12 08:43:35	2021-06-12 09:43:10	10.23.145.173	59.58	375.89	Lost Service
2021-06-11 09:57:14	2021-06-11 19:20:35	10.23.145.255	563.35	4327.59	Lost Service
2021-06-11 07:09:56	2021-06-11 09:37:11	10.23.141.34	147.25	447.56	Lost Service
2021-06-10 21:10:16	2021-06-10 23:12:11	10.23.133.221	121.92	713.94	Lost Service
2021-06-10 13:22:56	2021-06-10 21:10:16	10.23.139.232	467.33	6091.53	User Request
2021-06-10 10:17:20	2021-06-10 13:22:55	10.23.71.14	185.58	1433.90	User Request
2021-06-09 15:07:56	2021-06-09 23:27:39	10.23.130.162	499.72	7734.84	Lost Service
2021-06-09 14:53:28	2021-06-09 15:07:56	10.23.74.191	14.47	451.17	User Request
2021-06-09 13:04:19	2021-06-09 14:55:16	10.23.136.88	110.95	515.10	Lost Carrier
2021-06-09 10:22:01	2021-06-09 13:04:32	10.23.135.144	162.52	1673.58	Admin Reset
2021-06-09 09:02:56	2021-06-09 10:22:06	10.22.65.159	79.17	70.20	Admin Reset
2021-06-09 07:00:37	2021-06-09 08:51:15	10.23.144.72	110.63	4692.69	Lost Service
2021-06-08 19:42:35	2021-06-08 22:30:25	10.23.141.83	167.83	668.94	Lost Service
2021-06-08 10:05:18	2021-06-08 18:39:59	10.23.148.112	514.68	7532.36	Lost Service
2021-06-07 18:02:47	2021-06-07 22:27:13	10.23.70.203	264.43	10876.95	Lost Service
2021-06-07 14:20:06	2021-06-07 18:02:47	10.23.136.57	222.68	9615.79	User Request
2021-06-07 14:19:31	2021-06-07 14:20:05	10.23.136.57	0.57	45.64	User Request
2021-06-07 09:46:44	2021-06-07 14:19:26	10.23.142.237	272.70	17785.38	User Request
2021-06-06 18:22:01	2021-06-06 22:25:35	10.23.65.102	243.57	5734.10	Lost Service
2021-06-06 17:15:01	2021-06-06 18:22:01	10.23.65.102	67.00	7332.70	User Request
2021-06-06 15:00:09	2021-06-06 17:14:53	10.23.73.138	134.73	148.57	Lost Service
2021-06-04 18:36:18	2021-06-04 20:51:59	10.22.64.179	135.68	544.46	Lost Service
2021-06-04 18:18:26	2021-06-04 18:35:24	10.22.68.243	16.97	19.04	Lost Carrier
2021-06-04 09:43:01	2021-06-04 17:41:19	10.23.147.200	478.30	2254.75	Lost Carrier
2021-06-03 21:56:22	2021-06-04 00:12:45	10.23.71.227	136.38	256.45	Lost Service
2021-06-03 06:51:16	2021-06-03 19:49:57	10.23.133.231	778.68	13367.78	Lost Service
2021-06-02 21:53:36	2021-06-02 22:59:52	10.23.70.53	66.27	578.89	Lost Service
2021-06-02 06:56:22	2021-06-02 20:44:41	10.23.142.144	828.32	2642.48	Lost Service
2021-06-01 20:34:44	2021-06-01 21:12:52	10.23.135.142	38.13	235.18	Lost Service
2021-06-01 18:24:35	2021-06-01 18:51:22	10.23.76.245	26.78	325.35	Lost Service
2021-06-01 13:45:13	2021-06-01 18:22:29	10.23.68.16	277.27	75705.30	Lost Service
2021-06-01 13:40:25	2021-06-01 13:45:16	10.23.64.220	4.85	344.73	Admin Reset
